source,source_type,type,_weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid,_journal
Cook PLC,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-02-07 16:00:00,2035-02-07 16:00:00,2035-02-07,Haacklee Herald,BassLine,Cook PLC__0__0__Haacklee Herald,Haacklee Herald
Cook PLC,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-02-07 16:00:00,2035-02-07 16:00:00,2035-02-07,Haacklee Herald,BassLine,Cook PLC__0__0__Haacklee Herald,Haacklee Herald
Cook PLC,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-02-07 16:00:00,2035-02-07 16:00:00,2035-02-07,Haacklee Herald,BassLine,Cook PLC__0__0__Haacklee Herald,Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Cook PLC,Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-07 16:00:00,2035-02-07 16:00:00,2035-02-07,Haacklee Herald,BassLine,Cook PLC__0__0__Haacklee Herald,Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Cook PLC,Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-07 16:00:00,2035-02-07 16:00:00,2035-02-07,Haacklee Herald,BassLine,Cook PLC__0__0__Haacklee Herald,Haacklee Herald
Cook PLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-02-07 16:00:00,2035-02-07 16:00:00,2035-02-07,Haacklee Herald,BassLine,Cook PLC__0__0__Haacklee Herald,Haacklee Herald
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Cook PLC,Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-07 16:00:00,2035-02-07 16:00:00,2035-02-07,Haacklee Herald,BassLine,Cook PLC__0__0__Haacklee Herald,Haacklee Herald
Cook PLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Junior Shurdlu,2035-02-07 16:00:00,2035-02-07 16:00:00,2035-02-07,Haacklee Herald,BassLine,Cook PLC__0__0__Haacklee Herald,Haacklee Herald
Cook PLC,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-02-07 16:00:00,2035-02-07 16:00:00,2035-02-07,Haacklee Herald,BassLine,Cook PLC__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Junior Shurdlu,2035-02-07 17:00:00,2035-02-07 17:00:00,2035-02-07,Lomark Daily,BassLine,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-02-07 17:00:00,2035-02-07 17:00:00,2035-02-07,Lomark Daily,BassLine,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-02-07 17:00:00,2035-02-07 17:00:00,2035-02-07,Lomark Daily,BassLine,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-02-07 17:00:00,2035-02-07 17:00:00,2035-02-07,Lomark Daily,BassLine,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-02-07 17:00:00,2035-02-07 17:00:00,2035-02-07,Lomark Daily,BassLine,Martin LLC__0__0__Lomark Daily,Lomark Daily
Cisneros-Meyer,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Harvey Janus,2035-02-07 18:00:00,2035-02-07 18:00:00,2035-02-07,Haacklee Herald,BassLine,Cisneros-Meyer__0__0__Haacklee Herald,Haacklee Herald
Cisneros-Meyer,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Harvey Janus,2035-02-07 18:00:00,2035-02-07 18:00:00,2035-02-07,Haacklee Herald,BassLine,Cisneros-Meyer__0__0__Haacklee Herald,Haacklee Herald
Cisneros-Meyer,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Harvey Janus,2035-02-07 18:00:00,2035-02-07 18:00:00,2035-02-07,Haacklee Herald,BassLine,Cisneros-Meyer__0__0__Haacklee Herald,Haacklee Herald
Cisneros-Meyer,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Harvey Janus,2035-02-07 18:00:00,2035-02-07 18:00:00,2035-02-07,Haacklee Herald,BassLine,Cisneros-Meyer__0__0__Haacklee Herald,Haacklee Herald
Cook PLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Urashima Tarō,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,The News Buoy,ShadGPT,Cook PLC__0__0__The News Buoy,The News Buoy
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Kristin Baker,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Kristin Baker,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Kristin Baker,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
Cook PLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Urashima Tarō,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,The News Buoy,ShadGPT,Cook PLC__0__0__The News Buoy,The News Buoy
Martin LLC,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Kristin Baker,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Kristin Baker,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Kristin Baker,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
Cook PLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Urashima Tarō,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,The News Buoy,ShadGPT,Cook PLC__0__0__The News Buoy,The News Buoy
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Cook PLC,Entity.Organization.FishingCompany,Urashima Tarō,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,The News Buoy,ShadGPT,Cook PLC__0__0__The News Buoy,The News Buoy
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Cook PLC,Entity.Organization.FishingCompany,Urashima Tarō,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,The News Buoy,ShadGPT,Cook PLC__0__0__The News Buoy,The News Buoy
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Kristin Baker,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Kristin Baker,2035-02-07 20:00:00,2035-02-07 20:00:00,2035-02-07,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
HomabayMarine Carriers N.V.,Entity.Organization.Company,Event.Fishing.OverFishing,-1.0,Nemo Reef,Entity.Location.Region,Junior Shurdlu,2035-02-07 21:00:00,2035-02-07 21:00:00,2035-02-07,Himark Police Reports,ShadGPT,Jones Group__0__0__The News Buoy,The News Buoy
Cisneros-Meyer,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Niklaus Oberon,2035-02-07 21:00:00,2035-02-07 21:00:00,2035-02-07,Lomark Daily,BassLine,Cisneros-Meyer__0__0__Lomark Daily,Lomark Daily
HomabayMarine Carriers N.V.,Entity.Organization.Company,Event.Fishing.OverFishing,-1.0,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-02-07 21:00:00,2035-02-07 21:00:00,2035-02-07,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy,The News Buoy
City Of Himark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,HomabayMarine Carriers N.V.,Entity.Organization.Company,Junior Shurdlu,2035-02-07 21:00:00,2035-02-07 21:00:00,2035-02-07,Himark Police Reports,ShadGPT,Jones Group__0__0__The News Buoy,The News Buoy
City Of Himark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,HomabayMarine Carriers N.V.,Entity.Organization.Company,Junior Shurdlu,2035-02-07 21:00:00,2035-02-07 21:00:00,2035-02-07,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy,The News Buoy
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,HomabayMarine Carriers N.V.,Entity.Organization.Company,Junior Shurdlu,2035-02-07 21:00:00,2035-02-07 21:00:00,2035-02-07,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy,The News Buoy
Cisneros-Meyer,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Niklaus Oberon,2035-02-07 21:00:00,2035-02-07 21:00:00,2035-02-07,Lomark Daily,BassLine,Cisneros-Meyer__0__0__Lomark Daily,Lomark Daily
City Of Himark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,HomabayMarine Carriers N.V.,Entity.Organization.Company,Junior Shurdlu,2035-02-07 22:00:00,2035-02-07 22:00:00,2035-02-07,Himark Police Reports,BassLine,Jones Group__0__0__Haacklee Herald,Haacklee Herald
City Of Himark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,HomabayMarine Carriers N.V.,Entity.Organization.Company,Junior Shurdlu,2035-02-07 22:00:00,2035-02-07 22:00:00,2035-02-07,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald,Haacklee Herald
HomabayMarine Carriers N.V.,Entity.Organization.Company,Event.Fishing.OverFishing,-1.0,Nemo Reef,Entity.Location.Region,Junior Shurdlu,2035-02-07 22:00:00,2035-02-07 22:00:00,2035-02-07,Himark Police Reports,BassLine,Jones Group__0__0__Haacklee Herald,Haacklee Herald
HomabayMarine Carriers N.V.,Entity.Organization.Company,Event.Fishing.OverFishing,-1.0,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-02-07 22:00:00,2035-02-07 22:00:00,2035-02-07,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Junior Shurdlu,2035-02-07 22:00:00,2035-02-07 22:00:00,2035-02-07,The News Buoy,ShadGPT,Martin LLC__0__0__The News Buoy,The News Buoy
Harrington Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Pelagia Alethea Mordoch,2035-02-07 22:00:00,2035-02-07 22:00:00,2035-02-07,Haacklee Herald,BassLine,Harrington Inc__0__0__Haacklee Herald,Haacklee Herald
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,HomabayMarine Carriers N.V.,Entity.Organization.Company,Junior Shurdlu,2035-02-07 22:00:00,2035-02-07 22:00:00,2035-02-07,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Melinda Manning,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Haacklee Herald,ShadGPT,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
Wilcox-Nelson,Entity.Organization.FishingCompany,Event.Criticize,-1.0,SeaWatch Conservation Society,Entity.Organization.NGO,Clepper Jessen,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Haacklee Herald,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald,Haacklee Herald
Wilcox-Nelson,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Nemo Reef,Entity.Location.Region,Clepper Jessen,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Paackland Police Reports,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Melinda Manning,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Haacklee Herald,ShadGPT,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Melinda Manning,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Haacklee Herald,ShadGPT,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,Wilcox-Nelson,Entity.Organization.FishingCompany,Clepper Jessen,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Paackland Police Reports,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald,Haacklee Herald
Wilcox-Nelson,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Nemo Reef,Entity.Location.Region,Clepper Jessen,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Haacklee Herald,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Melinda Manning,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Haacklee Herald,ShadGPT,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,Wilcox-Nelson,Entity.Organization.FishingCompany,Clepper Jessen,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Haacklee Herald,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald,Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,Wilcox-Nelson,Entity.Organization.FishingCompany,Clepper Jessen,2035-02-08 00:00:00,2035-02-08 00:00:00,2035-02-08,Haacklee Herald,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald,Haacklee Herald
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Pelagia Alethea Mordoch,2035-02-08 01:00:00,2035-02-08 01:00:00,2035-02-08,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy,The News Buoy
City Of Centralia,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Barnett Ltd,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-08 01:00:00,2035-02-08 01:00:00,2035-02-08,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy,The News Buoy
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Pelagia Alethea Mordoch,2035-02-08 01:00:00,2035-02-08 01:00:00,2035-02-08,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy,The News Buoy
Barnett Ltd,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Pelagia Alethea Mordoch,2035-02-08 01:00:00,2035-02-08 01:00:00,2035-02-08,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy,The News Buoy
City Of Himark,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Barnett Ltd,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-08 01:00:00,2035-02-08 01:00:00,2035-02-08,The News Buoy,ShadGPT,Barnett Ltd__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-02-08 03:00:00,2035-02-08 03:00:00,2035-02-08,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald,Haacklee Herald
Clark-Leon,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Clepper Jessen,2035-02-08 03:00:00,2035-02-08 03:00:00,2035-02-08,The News Buoy,BassLine,Clark-Leon__0__0__The News Buoy,The News Buoy
Clark-Leon,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-02-08 03:00:00,2035-02-08 03:00:00,2035-02-08,The News Buoy,BassLine,Clark-Leon__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Junior Shurdlu,2035-02-08 03:00:00,2035-02-08 03:00:00,2035-02-08,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald,Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-02-08 03:00:00,2035-02-08 03:00:00,2035-02-08,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald,Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Junior Shurdlu,2035-02-08 03:00:00,2035-02-08 03:00:00,2035-02-08,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald,Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Junior Shurdlu,2035-02-08 03:00:00,2035-02-08 03:00:00,2035-02-08,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald,Haacklee Herald
Clark-Leon,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Clepper Jessen,2035-02-08 03:00:00,2035-02-08 03:00:00,2035-02-08,The News Buoy,BassLine,Clark-Leon__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-02-08 03:00:00,2035-02-08 03:00:00,2035-02-08,Haacklee Herald,ShadGPT,Castillo-Elliott__0__0__Haacklee Herald,Haacklee Herald
Evans-Pearson,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Harvey Janus,2035-02-08 06:00:00,2035-02-08 06:00:00,2035-02-08,Haacklee Herald,BassLine,Evans-Pearson__0__0__Haacklee Herald,Haacklee Herald
Evans-Pearson,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Harvey Janus,2035-02-08 06:00:00,2035-02-08 06:00:00,2035-02-08,Haacklee Herald,BassLine,Evans-Pearson__0__0__Haacklee Herald,Haacklee Herald
Evans-Pearson,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Harvey Janus,2035-02-08 06:00:00,2035-02-08 06:00:00,2035-02-08,Haacklee Herald,BassLine,Evans-Pearson__0__0__Haacklee Herald,Haacklee Herald
Evans-Pearson,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Harvey Janus,2035-02-08 06:00:00,2035-02-08 06:00:00,2035-02-08,Haacklee Herald,BassLine,Evans-Pearson__0__0__Haacklee Herald,Haacklee Herald
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,The News Buoy,ShadGPT,Castillo-Elliott__0__0__The News Buoy,The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,The News Buoy,ShadGPT,Castillo-Elliott__0__0__The News Buoy,The News Buoy
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Underwood Inc,Entity.Organization.FishingCompany,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,Lomark Daily,ShadGPT,Underwood Inc__0__0__Lomark Daily,Lomark Daily
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,The News Buoy,ShadGPT,Castillo-Elliott__0__0__The News Buoy,The News Buoy
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Underwood Inc,Entity.Organization.FishingCompany,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,Lomark Daily,ShadGPT,Underwood Inc__0__0__Lomark Daily,Lomark Daily
Underwood Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,Lomark Daily,ShadGPT,Underwood Inc__0__0__Lomark Daily,Lomark Daily
Underwood Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,Lomark Daily,ShadGPT,Underwood Inc__0__0__Lomark Daily,Lomark Daily
Underwood Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,Lomark Daily,ShadGPT,Underwood Inc__0__0__Lomark Daily,Lomark Daily
Underwood Inc,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,Lomark Daily,ShadGPT,Underwood Inc__0__0__Lomark Daily,Lomark Daily
Underwood Inc,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Jack Inch,2035-02-08 07:00:00,2035-02-08 07:00:00,2035-02-08,Lomark Daily,ShadGPT,Underwood Inc__0__0__Lomark Daily,Lomark Daily
