source,source_type,type,weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Fishing,0,Tuna Shelf,Entity.Location.Region,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Tuna Shelf,Entity.Location.Region,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Transaction,0,Lopez-Delgado,Entity.Organization.Company,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Transaction,0,"James, Bell and Chen",Entity.Organization.Company,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Greer-Holder,Entity.Organization.FishingCompany,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Harvey Janus,2035-02-28 13:00:00,2035-02-28 13:00:00,2035-02-28,The News Buoy,ShadGPT,"Cooper, Holland and Nelson__0__0__The News Buoy"
Frey Inc,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Transaction,0,Serrano-Cruz,Entity.Organization.FishingCompany,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Transaction,0,Castillo-Elliott,Entity.Organization.FishingCompany,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Transaction,0,Ellis-Hunter,Entity.Organization.Company,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Transaction,0,"Faulkner, Schmidt and Wheeler",Entity.Organization.Company,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Transaction,0,"Massey, King and Quinn",Entity.Organization.Company,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Communication.Conference,1,"Collins, Johnson and Lloyd",Entity.Organization.FishingCompany,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Wrasse Beds,Entity.Location.Region,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Greta Grass-Hill,2035-02-28 15:00:00,2035-02-28 15:00:00,2035-02-28,The News Buoy,ShadGPT,Frey Inc__0__0__The News Buoy
Frey Inc,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Harvey Janus,2035-02-28 17:00:00,2035-02-28 17:00:00,2035-02-28,Haacklee Herald,BassLine,Frey Inc__0__0__Haacklee Herald
Frey Inc,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Harvey Janus,2035-02-28 17:00:00,2035-02-28 17:00:00,2035-02-28,Haacklee Herald,BassLine,Frey Inc__0__0__Haacklee Herald
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Kristin Baker,2035-02-28 22:00:00,2035-02-28 22:00:00,2035-02-28,Lomark Daily,ShadGPT,"Cooper, Holland and Nelson__0__0__Lomark Daily"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Kristin Baker,2035-02-28 22:00:00,2035-02-28 22:00:00,2035-02-28,Lomark Daily,ShadGPT,"Cooper, Holland and Nelson__0__0__Lomark Daily"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Haenyeo Hyun-Ki,2035-03-01 03:00:00,2035-03-01 03:00:00,2035-03-01,Lomark Daily,ShadGPT,"Cooper, Holland and Nelson__0__0__Lomark Daily"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Olsen Group,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-03-01 03:00:00,2035-03-01 03:00:00,2035-03-01,Lomark Daily,ShadGPT,"Cooper, Holland and Nelson__0__0__Lomark Daily"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Fishing,0,Tuna Shelf,Entity.Location.Region,Haenyeo Hyun-Ki,2035-03-01 03:00:00,2035-03-01 03:00:00,2035-03-01,Lomark Daily,ShadGPT,"Cooper, Holland and Nelson__0__0__Lomark Daily"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Haenyeo Hyun-Ki,2035-03-01 03:00:00,2035-03-01 03:00:00,2035-03-01,Lomark Daily,ShadGPT,"Cooper, Holland and Nelson__0__0__Lomark Daily"
"Cooper, Holland and Nelson",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Haenyeo Hyun-Ki,2035-03-01 03:00:00,2035-03-01 03:00:00,2035-03-01,Lomark Daily,ShadGPT,"Cooper, Holland and Nelson__0__0__Lomark Daily"
Hartman Group,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Don Limpet Preserve,Entity.Location.Region,Harvey Janus,2035-03-01 05:00:00,2035-03-01 05:00:00,2035-03-01,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
Hartman Group,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Cod Table,Entity.Location.Region,Harvey Janus,2035-03-01 05:00:00,2035-03-01 05:00:00,2035-03-01,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
City Of Himark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Hartman Group,Entity.Organization.FishingCompany,Harvey Janus,2035-03-01 05:00:00,2035-03-01 05:00:00,2035-03-01,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Hartman Group,Entity.Organization.FishingCompany,Harvey Janus,2035-03-01 05:00:00,2035-03-01 05:00:00,2035-03-01,South Paackland Police Reports,BassLine,Jones Group__0__0__Lomark Daily
Hartman Group,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Tuna Shelf,Entity.Location.Region,Harvey Janus,2035-03-01 05:00:00,2035-03-01 05:00:00,2035-03-01,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Hartman Group,Entity.Organization.FishingCompany,Harvey Janus,2035-03-01 05:00:00,2035-03-01 05:00:00,2035-03-01,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
Hartman Group,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Don Limpet Preserve,Entity.Location.Region,Harvey Janus,2035-03-01 05:00:00,2035-03-01 05:00:00,2035-03-01,South Paackland Police Reports,BassLine,Jones Group__0__0__Lomark Daily
Hartman Group,Entity.Organization.FishingCompany,Event.Criticize,-1,Paackland Fishermen's Rights Enforcement Network,Entity.Organization.NGO,Harvey Janus,2035-03-01 05:00:00,2035-03-01 05:00:00,2035-03-01,Lomark Daily,BassLine,Jones Group__0__0__Lomark Daily
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Clepper Jessen,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,Lomark Daily,BassLine,"Brown, Clarke and Martinez__0__0__Lomark Daily"
ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Event.Fishing.OverFishing,-1,Tuna Shelf,Entity.Location.Region,Melinda Manning,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Clepper Jessen,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,Lomark Daily,BassLine,"Brown, Clarke and Martinez__0__0__Lomark Daily"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Clepper Jessen,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,Lomark Daily,BassLine,"Brown, Clarke and Martinez__0__0__Lomark Daily"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Transaction,0,Sanchez-Moreno,Entity.Organization.FishingCompany,Clepper Jessen,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,Lomark Daily,BassLine,"Brown, Clarke and Martinez__0__0__Lomark Daily"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Clepper Jessen,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,Lomark Daily,BassLine,"Brown, Clarke and Martinez__0__0__Lomark Daily"
ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Event.Fishing.OverFishing,-1,Don Limpet Preserve,Entity.Location.Region,Melinda Manning,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Melinda Manning,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Melinda Manning,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy
ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Event.Fishing.OverFishing,-1,Nemo Reef,Entity.Location.Region,Melinda Manning,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,South Paackland Police Reports,ShadGPT,Jones Group__0__0__The News Buoy
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Transaction,0,Bates-Anderson,Entity.Organization.Company,Clepper Jessen,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,Lomark Daily,BassLine,"Brown, Clarke and Martinez__0__0__Lomark Daily"
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Melinda Manning,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,South Paackland Police Reports,ShadGPT,Jones Group__0__0__The News Buoy
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.Convicted,-1,ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Melinda Manning,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,South Paackland Police Reports,ShadGPT,Jones Group__0__0__The News Buoy
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,Lomark Daily,BassLine,"Brown, Clarke and Martinez__0__0__Lomark Daily"
ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Event.Criticize,-1,SeaWatch Conservation Society,Entity.Organization.NGO,Melinda Manning,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Transaction,0,Graham-Andrews,Entity.Organization.Company,Clepper Jessen,2035-03-01 07:00:00,2035-03-01 07:00:00,2035-03-01,Lomark Daily,BassLine,"Brown, Clarke and Martinez__0__0__Lomark Daily"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Transaction,0,Wilcox-Nelson,Entity.Organization.FishingCompany,Kristin Baker,2035-03-01 08:00:00,2035-03-01 08:00:00,2035-03-01,Haacklee Herald,ShadGPT,"Brown, Clarke and Martinez__0__0__Haacklee Herald"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Kristin Baker,2035-03-01 08:00:00,2035-03-01 08:00:00,2035-03-01,Haacklee Herald,ShadGPT,"Brown, Clarke and Martinez__0__0__Haacklee Herald"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Kristin Baker,2035-03-01 08:00:00,2035-03-01 08:00:00,2035-03-01,Haacklee Herald,ShadGPT,"Brown, Clarke and Martinez__0__0__Haacklee Herald"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Bowers Group,Entity.Organization.FishingCompany,Kristin Baker,2035-03-01 08:00:00,2035-03-01 08:00:00,2035-03-01,Haacklee Herald,ShadGPT,"Brown, Clarke and Martinez__0__0__Haacklee Herald"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Kristin Baker,2035-03-01 08:00:00,2035-03-01 08:00:00,2035-03-01,Haacklee Herald,ShadGPT,"Brown, Clarke and Martinez__0__0__Haacklee Herald"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Kristin Baker,2035-03-01 08:00:00,2035-03-01 08:00:00,2035-03-01,Haacklee Herald,ShadGPT,"Brown, Clarke and Martinez__0__0__Haacklee Herald"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Kristin Baker,2035-03-01 08:00:00,2035-03-01 08:00:00,2035-03-01,Haacklee Herald,ShadGPT,"Brown, Clarke and Martinez__0__0__Haacklee Herald"
"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Kristin Baker,2035-03-01 08:00:00,2035-03-01 08:00:00,2035-03-01,Haacklee Herald,ShadGPT,"Brown, Clarke and Martinez__0__0__Haacklee Herald"
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Niklaus Oberon,2035-03-01 09:00:00,2035-03-01 09:00:00,2035-03-01,Lomark Daily,ShadGPT,Hines-Douglas__0__0__Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Niklaus Oberon,2035-03-01 09:00:00,2035-03-01 09:00:00,2035-03-01,Lomark Daily,ShadGPT,Hines-Douglas__0__0__Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Niklaus Oberon,2035-03-01 09:00:00,2035-03-01 09:00:00,2035-03-01,Lomark Daily,ShadGPT,Hines-Douglas__0__0__Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Transaction,0,Cervantes-Kramer,Entity.Organization.FishingCompany,Niklaus Oberon,2035-03-01 09:00:00,2035-03-01 09:00:00,2035-03-01,Lomark Daily,ShadGPT,Hines-Douglas__0__0__Lomark Daily
Hartman Group,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Tuna Shelf,Entity.Location.Region,Pelagia Alethea Mordoch,2035-03-01 10:00:00,2035-03-01 10:00:00,2035-03-01,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Hartman Group,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-03-01 10:00:00,2035-03-01 10:00:00,2035-03-01,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Hartman Group,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-03-01 10:00:00,2035-03-01 10:00:00,2035-03-01,South Paackland Police Reports,ShadGPT,Jones Group__0__0__Haacklee Herald
City Of Himark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Hartman Group,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-03-01 10:00:00,2035-03-01 10:00:00,2035-03-01,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
Hartman Group,Entity.Organization.FishingCompany,Event.Criticize,-1,Marine Sentinels Initiative,Entity.Organization.NGO,Pelagia Alethea Mordoch,2035-03-01 10:00:00,2035-03-01 10:00:00,2035-03-01,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
Hartman Group,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Don Limpet Preserve,Entity.Location.Region,Pelagia Alethea Mordoch,2035-03-01 10:00:00,2035-03-01 10:00:00,2035-03-01,South Paackland Police Reports,ShadGPT,Jones Group__0__0__Haacklee Herald
Hartman Group,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Nemo Reef,Entity.Location.Region,Pelagia Alethea Mordoch,2035-03-01 10:00:00,2035-03-01 10:00:00,2035-03-01,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
Hartman Group,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Cod Table,Entity.Location.Region,Pelagia Alethea Mordoch,2035-03-01 10:00:00,2035-03-01 10:00:00,2035-03-01,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Event.Fishing.OverFishing,-1,Nemo Reef,Entity.Location.Region,Melinda Manning,2035-03-01 11:00:00,2035-03-01 11:00:00,2035-03-01,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Melinda Manning,2035-03-01 11:00:00,2035-03-01 11:00:00,2035-03-01,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald
ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Event.Fishing.OverFishing,-1,Cod Table,Entity.Location.Region,Melinda Manning,2035-03-01 11:00:00,2035-03-01 11:00:00,2035-03-01,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Melinda Manning,2035-03-01 11:00:00,2035-03-01 11:00:00,2035-03-01,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald
ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Event.Fishing.OverFishing,-1,Don Limpet Preserve,Entity.Location.Region,Melinda Manning,2035-03-01 11:00:00,2035-03-01 11:00:00,2035-03-01,South Paackland Police Reports,BassLine,Jones Group__0__0__Haacklee Herald
Jackson Inc,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Clepper Jessen,2035-03-01 11:00:00,2035-03-01 11:00:00,2035-03-01,The News Buoy,BassLine,Jackson Inc__0__0__The News Buoy
ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Event.Fishing.OverFishing,-1,Tuna Shelf,Entity.Location.Region,Melinda Manning,2035-03-01 11:00:00,2035-03-01 11:00:00,2035-03-01,Haacklee Herald,BassLine,Jones Group__0__0__Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,ArawakFish Cargo Ges.m.b.H.,Entity.Organization.Company,Melinda Manning,2035-03-01 11:00:00,2035-03-01 11:00:00,2035-03-01,South Paackland Police Reports,BassLine,Jones Group__0__0__Haacklee Herald
